instance_id	batch_id	cmap_name	INN1	concentration (M)	duration (h)	cell2	array3	perturbation_scan_id	vehicle_scan_id4	scanner	vehicle	vendor	catalog_number	catalog_name
7130	764	yohimbine		0.0000102	6	PC3	HT_HG-U133A	5500024037498121108440.F09	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	584	Yohimbine hydrochloride [65-19-0]
7131	764	ronidazole	INN	0.00002	6	PC3	HT_HG-U133A	5500024037498121108440.F10	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	1115	Ronidazole [7681-76-7]
7132	764	pimozide	INN	0.0000086	6	PC3	HT_HG-U133A	'5500024037498121108440.E07	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	308	Pimozide [2062-78-4]
7133	764	isopropamide iodide	INN	0.0000084	6	PC3	HT_HG-U133A	'5500024037498121108440.E08	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	770	Isopropamide iodide [71-81-8]
7134	764	cycloserine	INN	0.0000392	6	PC3	HT_HG-U133A	'5500024037498121108440.E10	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	1086	D-cycloserine [68-41-7]
7135	764	canrenoic acid	INN	0.00001	6	PC3	HT_HG-U133A	'5500024037498121108440.E11	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	148	Canrenoic acid potassium salt [2181-04-6]
7136	764	trichostatin A		0.0000001	6	PC3	HT_HG-U133A	'5500024037498121108440.E12	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Sigma-Aldrich	T8552	Trichostatin A, from Streptomyces sp.
7137	764	methylprednisolone	INN	0.0000106	6	PC3	HT_HG-U133A	5500024037498121108440.D07	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	279	Methylprednisolone, 6-alpha [83-43-2]
7138	764	carbinoxamine	INN	0.0000098	6	PC3	HT_HG-U133A	5500024037498121108440.D08	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	801	Carbinoxamine maleate salt [3505-38-2]
7139	764	1,4-chrysenequinone		0.0000154	6	PC3	HT_HG-U133A	5500024037498121108440.D09	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	615	Chrysene-1,4-quinone [100900-16-1]
7140	764	picotamide		0.0000102	6	PC3	HT_HG-U133A	5500024037498121108440.D11	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	119	Picotamide monohydrate [80530-63-8]
7141	764	alprenolol	INN	0.000014	6	PC3	HT_HG-U133A	5500024037498121108440.C07	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	250	Alprenolol hydrochloride [13707-88-5]
7142	764	cefapirin	INN	0.000009	6	PC3	HT_HG-U133A	5500024037498121108440.C08	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	851	Cephapirin sodium salt [24356-60-3]
7143	764	berberine		0.0000108	6	PC3	HT_HG-U133A	5500024037498121108440.C09	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	586	Berberine chloride [633-65-8]
7144	764	ramipril	INN	0.0000096	6	PC3	HT_HG-U133A	5500024037498121108440.C10	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	1107	Ramipril [87333-19-5]
7145	764	nocodazole	INN	0.0000132	6	PC3	HT_HG-U133A	5500024037498121108440.C11	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	100	Nocodazole [31430-18-9]
7146	764	naproxen	INN	0.0000158	6	PC3	HT_HG-U133A	5500024037498121108440.C12	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	791	(R) -Naproxen sodium salt [26159-34-2]
7147	764	mebeverine	INN	0.0000086	6	PC3	HT_HG-U133A	5500024037498121108440.B07	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	310	Mebeverine hydrochloride [2753-45-9]
7148	764	cefoxitin	INN	0.0000088	6	PC3	HT_HG-U133A	5500024037498121108440.B08	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	832	Cefoxitin sodium salt [33564-30-6]
7149	764	aconitine		0.0000062	6	PC3	HT_HG-U133A	5500024037498121108440.B09	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	567	Aconitine [302-27-2]
7150	764	oxedrine	INN	0.000024	6	PC3	HT_HG-U133A	5500024037498121108440.B10	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	1088	(+,-)-Synephrine [94-07-5]
7151	764	sulfapyridine	INN	0.000016	6	PC3	HT_HG-U133A	5500024037498121108440.B12	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	762	Sulfapyridine [144-83-2]
7152	764	chlortalidone	INN	0.0000118	6	PC3	HT_HG-U133A	5500024037498121108440.A07	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	351	Chlorthalidone [77-36-1]
7153	764	pyrithyldione	INN	0.000024	6	PC3	HT_HG-U133A	5500024037498121108440.A08	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	803	Pyrithyldione [77-04-3]
7154	764	vinburnine	INN	0.0000136	6	PC3	HT_HG-U133A	5500024037498121108440.A09	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	607	Eburnamonine (-) [4880-88-0]
7155	764	propoxycaine	INN	0.000012	6	PC3	HT_HG-U133A	5500024037498121108440.A10	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	1059	Propoxycaine hydrochloride [550-83-4]
7156	764	midodrine	INN	0.0000138	6	PC3	HT_HG-U133A	5500024037498121108440.A11	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	191	Midodrine hydrochloride [3092-17-9]
7163	747	suxibuzone	INN	0.0000092	6	MCF7	HT_HG-U133A	5500024037498121108437.H02	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	658	Suxibuzone [27470-51-5]
7164	747	albendazole	INN	0.000015	6	MCF7	HT_HG-U133A	5500024037498121108437.H03	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	247	Albendazole [54965-21-8]
7165	747	proadifen	INN	0.0000102	6	MCF7	HT_HG-U133A	5500024037498121108437.H04	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	778	Proadifen hydrochloride [62-68-0]
7166	747	tomatidine		0.0000096	6	MCF7	HT_HG-U133A	5500024037498121108437.H05	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	573	Tomatidine [77-59-8]
7167	747	natamycin	INN	0.000006	6	MCF7	HT_HG-U133A	5500024037498121108437.H06	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	1104	Natamycin [7681-93-8]
7168	747	diazoxide	INN	0.0000174	6	MCF7	HT_HG-U133A	5500024037498121108437.G01	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	87	Diazoxide [364-98-7]
7169	747	benzydamine	INN	0.0000116	6	MCF7	HT_HG-U133A	5500024037498121108437.G03	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	297	Benzydamine hydrochloride [132-69-4]
7170	747	isoetarine	INN	0.000012	6	MCF7	HT_HG-U133A	5500024037498121108437.G04	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	749	Isoetharine mesylate salt [7279-75-6]
7171	747	pyridoxine	INN	0.0000194	6	MCF7	HT_HG-U133A	5500024037498121108437.G05	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	623	Pyridoxine hydrochloride [58-56-0]
7172	747	clindamycin	INN	0.0000086	6	MCF7	HT_HG-U133A	5500024037498121108437.F01	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	137	Clindamycin hydrochloride [21462-39-5]
7173	747	Prestwick-689		0.0000102	6	MCF7	HT_HG-U133A	5500024037498121108437.F02	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	689	Ungerine nitrate
7174	747	cinnarizine	INN	0.0000108	6	MCF7	HT_HG-U133A	5500024037498121108437.F03	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	278	Cinnarizine [298-57-7]
7175	747	hecogenin		0.0000092	6	MCF7	HT_HG-U133A	5500024037498121108437.F04	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	730	Hecogenin [467-55-0]
7176	747	trifluridine	INN	0.0000136	6	MCF7	HT_HG-U133A	5500024037498121108437.F06	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	1056	Trifluridine [70-00-8]
7177	747	nalbuphine	INN	0.0000102	6	MCF7	HT_HG-U133A	'5500024037498121108437.E01	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	118	Nalbuphine hydrochloride [23277-43-2]
7178	747	tetrandrine		0.0000064	6	MCF7	HT_HG-U133A	'5500024037498121108437.E02	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	670	Tetrandrine [518-34-3]
7179	747	trichostatin A		0.0000001	6	MCF7	HT_HG-U133A	'5500024037498121108437.E04	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Sigma-Aldrich	T8552	Trichostatin A, from Streptomyces sp.
7180	747	meropenem	INN	0.0000104	6	MCF7	HT_HG-U133A	'5500024037498121108437.E06	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	1106	Meropenem [96036-03-2]
7181	747	ursolic acid		0.0000088	6	MCF7	HT_HG-U133A	5500024037498121108437.D01	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	89	Ursolic acid [77-52-1]
7182	747	strophanthidin		0.0000098	6	MCF7	HT_HG-U133A	5500024037498121108437.D02	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	710	Strophanthidin [66-28-4]
7183	747	mifepristone	INN	0.0000094	6	MCF7	HT_HG-U133A	5500024037498121108437.D03	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	299	Mifepristone [84371-65-3]
7184	747	pseudopelletierine		0.000021	6	MCF7	HT_HG-U133A	5500024037498121108437.D05	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	625	Pseudopelletierine hydrochloride [6164-62-1]
7185	747	ticarcillin	INN	0.0000094	6	MCF7	HT_HG-U133A	5500024037498121108437.D06	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	1067	Ticarcillin sodium [4697-14-7]
7186	747	cefotaxime	INN	0.0000084	6	MCF7	HT_HG-U133A	5500024037498121108437.C01	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	139	Cefotaxime sodium salt [64485-93-4]
7187	747	terazosin	INN	0.0000094	6	MCF7	HT_HG-U133A	5500024037498121108437.C02	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	751	Terazosin hydrochloride [63590-64-7]
7188	747	fendiline	INN	0.0000114	6	MCF7	HT_HG-U133A	5500024037498121108437.C03	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	270	Fendiline hydrochloride [13636-18-5]
7189	747	iopamidol	INN	0.0000052	6	MCF7	HT_HG-U133A	5500024037498121108437.C04	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	871	Iopamidol [60166-93-0]
7190	747	cinchonidine		0.0000136	6	MCF7	HT_HG-U133A	5500024037498121108437.C05	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	606	(-)-Cinchonidine [485-71-2]
7191	747	piperacetazine	INN	0.0000098	6	MCF7	HT_HG-U133A	5500024037498121108437.C06	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	1048	Piperacetazine [3819-00-9]
7192	747	triamcinolone	INN	0.0000102	6	MCF7	HT_HG-U133A	5500024037498121108437.B01	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	120	Triamcinolone [124-94-7]
7193	747	streptozocin	INN	0.000015	6	MCF7	HT_HG-U133A	5500024037498121108437.B02	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	732	Streptozotocin [18883-66-4]
7194	747	streptomycin	INN	0.0000028	6	MCF7	HT_HG-U133A	5500024037498121108437.B03	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	321	Streptomycin sulfate [3810-74-0]
7195	747	doxycycline	INN	0.0000084	6	MCF7	HT_HG-U133A	5500024037498121108437.B04	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	852	Doxycycline hydrochloride [10592-13-9]
7196	747	kaempferol		0.000014	6	MCF7	HT_HG-U133A	5500024037498121108437.B06	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	1098	Kaempferol [520-18-3]
7197	747	isoniazid	INN	0.0000292	6	MCF7	HT_HG-U133A	5500024037498121108437.A01	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	161	Isoniazid [54-85-3]
7198	747	podophyllotoxin		0.0000096	6	MCF7	HT_HG-U133A	5500024037498121108437.A02	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	782	Podophyllotoxin [518-28-5]
7199	747	ketotifen	INN	0.0000094	6	MCF7	HT_HG-U133A	5500024037498121108437.A03	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	371	Ketotifen fumarate [34580-14-8]
7200	747	sulfamonomethoxine	INN	0.0000142	6	MCF7	HT_HG-U133A	5500024037498121108437.A04	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	823	Sulfamonomethoxine [1220-83-3]
7201	747	folic acid	INN	0.000009	6	MCF7	HT_HG-U133A	5500024037498121108437.A05	.H01.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	627	Folic acid [59-30-3]
7202	748	glibenclamide	INN	0.000008	6	MCF7	HT_HG-U133A	5500024037498121108437.H08	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	316	Glibenclamide [10238-21-8]
7203	748	vidarabine	INN	0.000015	6	MCF7	HT_HG-U133A	5500024037498121108437.H09	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	768	Vidarabine [5536-17-4]
7204	748	noscapine	INN	0.0000096	6	MCF7	HT_HG-U133A	5500024037498121108437.H10	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	563	Noscapine [128-62-1]
7205	748	sulfadoxine	INN	0.0000128	6	MCF7	HT_HG-U133A	5500024037498121108437.H11	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	1094	Sulfadoxine [2447-57-6]
7206	748	ivermectin	INN	0.0000046	6	MCF7	HT_HG-U133A	5500024037498121108437.H12	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	156	Ivermectin [70288-86-7]
7207	748	benzethonium chloride	INN	0.000009	6	MCF7	HT_HG-U133A	5500024037498121108437.G07	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	708	Benzethonium chloride [121-54-0]
7208	748	corbadrine	INN	0.0000218	6	MCF7	HT_HG-U133A	5500024037498121108437.G09	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	739	Levonordefrin [829-74-3]
7209	748	harmine		0.000016	6	MCF7	HT_HG-U133A	5500024037498121108437.G10	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	613	Harmine hydrochloride [343-27-1]
7210	748	milrinone	INN	0.000019	6	MCF7	HT_HG-U133A	5500024037498121108437.G11	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	1065	Milrinone [78415-72-2]
7211	748	isoconazole	INN	0.0000096	6	MCF7	HT_HG-U133A	5500024037498121108437.G12	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	127	Isoconazole [27523-40-6]
7212	748	delsoline		0.0000086	6	MCF7	HT_HG-U133A	5500024037498121108437.F07	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	679	Delsoline [509-18-2]
7213	748	vinpocetine	INN	0.0000114	6	MCF7	HT_HG-U133A	5500024037498121108437.F08	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	268	Vinpocetine [42971-09-5]
7214	748	pridinol	INN	0.0000102	6	MCF7	HT_HG-U133A	5500024037498121108437.F09	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	799	Pridinol methanesulfonate salt [6856-31-1]
7215	748	diclofenac	INN	0.0000126	6	MCF7	HT_HG-U133A	5500024037498121108437.F10	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	594	Diclofenac sodium [15307-79-6]
7216	748	repaglinide	INN	0.0000088	6	MCF7	HT_HG-U133A	5500024037498121108437.F11	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	1046	Repaglinide [135062-02-1]
7217	748	nomifensine	INN	0.0000112	6	MCF7	HT_HG-U133A	5500024037498121108437.F12	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	108	Nomifensine maleate [32795-47-4]
7218	748	abamectin	INN	0.0000048	6	MCF7	HT_HG-U133A	'5500024037498121108437.E07	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	660	Avermectin B1 [71751-41-2]
7219	748	atropine		0.0000058	6	MCF7	HT_HG-U133A	'5500024037498121108437.E10	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	565	Atropine sulfate monohydrate [5908-99-6]
7220	748	estriol		0.0000138	6	MCF7	HT_HG-U133A	'5500024037498121108437.E11	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	1096	Estriol [50-27-1]
7221	748	neomycin	INN	0.0000042	6	MCF7	HT_HG-U133A	'5500024037498121108437.E12	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	158	Neomycin sulfate [1405-10-3]
7222	748	cefmetazole	INN	0.0000082	6	MCF7	HT_HG-U133A	5500024037498121108437.D07	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	700	Cefmetazole sodium salt [56796-39-5]
7223	748	mepyramine	INN	0.00001	6	MCF7	HT_HG-U133A	5500024037498121108437.D08	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	289	Pyrilamine maleate [59-33-6]
7224	748	bergenin		0.0000116	6	MCF7	HT_HG-U133A	5500024037498121108437.D09	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	811	Bergenin monohydrate [477-90-7]
7225	748	oxprenolol	INN	0.0000132	6	MCF7	HT_HG-U133A	5500024037498121108437.D11	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	1057	Oxprenolol hydrochloride [6452-73-9]
7226	748	pirenzepine	INN	0.0000094	6	MCF7	HT_HG-U133A	5500024037498121108437.D12	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	129	Pirenzepine dihydrochloride [29868-97-1]
7227	748	nadide	INN	0.000006	6	MCF7	HT_HG-U133A	5500024037498121108437.C07	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	741	Nadide [53-84-9]
7228	748	praziquantel	INN	0.0000128	6	MCF7	HT_HG-U133A	5500024037498121108437.C08	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	260	Praziquantel [55268-74-1]
7229	748	gabapentin	INN	0.0000234	6	MCF7	HT_HG-U133A	5500024037498121108437.C09	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	861	Gabapentin [60142-96-3]
7230	748	convolamine		0.0000118	6	MCF7	HT_HG-U133A	5500024037498121108437.C10	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	596	Convolamine hydrochloride [500-56-1]
7231	748	azaperone	INN	0.0000122	6	MCF7	HT_HG-U133A	5500024037498121108437.C11	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	1117	Azaperone [1649-18-9]
7232	748	acenocoumarol	INN	0.0000114	6	MCF7	HT_HG-U133A	5500024037498121108437.C12	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	110	Acenocoumarol [152-72-7]
7233	748	ramifenazone	INN	0.0000142	6	MCF7	HT_HG-U133A	5500024037498121108437.B07	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	722	Isopyrin hydrochloride [18342-39-7]
7234	748	fluphenazine	INN	0.0000078	6	MCF7	HT_HG-U133A	5500024037498121108437.B08	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	320	Fluphenazine dihydrochloride [146-56-5]
7235	748	alimemazine	INN	0.0000054	6	MCF7	HT_HG-U133A	5500024037498121108437.B09	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	842	Trimeprazine tartrate [4330-99-8]
7236	748	trichostatin A		0.0000001	6	MCF7	HT_HG-U133A	5500024037498121108437.B10	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Sigma-Aldrich	T8552	Trichostatin A, from Streptomyces sp.
7237	748	gentamicin	INN	0.0000026	6	MCF7	HT_HG-U133A	5500024037498121108437.B12	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	160	Gentamicine sulfate [1405-41-0]
7238	748	leflunomide	INN	0.0000148	6	MCF7	HT_HG-U133A	5500024037498121108437.A07	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	772	Leflunomide [75706-12-6]
7239	748	bambuterol	INN	0.00001	6	MCF7	HT_HG-U133A	5500024037498121108437.A08	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	361	Bambuterol hydrochloride [81732-46-9]
7240	748	quipazine	INN	0.000009	6	MCF7	HT_HG-U133A	5500024037498121108437.A10	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	617	Quipazine dimaleate salt [4774-24-7]
7241	748	mesalazine	INN	0.0000262	6	MCF7	HT_HG-U133A	5500024037498121108437.A11	.H07.G08.E09.D10.B11.A12	HT Array Plate Scanner	DMSO	Prestwick Chemical	1069	Mesalamine [89-57-6]
7243	761	ursodeoxycholic acid	INN	0.0000102	6	PC3	HT_HG-U133A	5500024037498121108438.H02	.H01.G02.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	958	Urosiol [128-13-2]
7244	761	asiaticoside		0.0000042	6	PC3	HT_HG-U133A	5500024037498121108438.H03	.H01.G02.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	989	Asiaticoside [16830-15-2]
7245	761	trichostatin A		0.0000001	6	PC3	HT_HG-U133A	5500024037498121108438.H04	.H01.G02.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Sigma-Aldrich	T8552	Trichostatin A, from Streptomyces sp.
7246	761	etodolac	INN	0.000014	6	PC3	HT_HG-U133A	5500024037498121108438.H05	.H01.G02.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	231	Etodolac [41340-25-4]
7247	761	artemisinin	INN	0.0000142	6	PC3	HT_HG-U133A	5500024037498121108438.H06	.H01.G02.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	498	Artemisinin [63968-64-9]
7248	761	triprolidine	INN	0.0000128	6	PC3	HT_HG-U133A	5500024037498121108438.G01	.H01.G02.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	262	Triprolidine hydrochloride [550-70-9]
7249	761	levocabastine	INN	0.0000088	6	PC3	HT_HG-U133A	5500024037498121108438.G03	.H01.G02.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	1039	Levocabastine hydrochloride [79547-78-7]
7250	761	morantel	INN	0.0000108	6	PC3	HT_HG-U133A	5500024037498121108438.G04	.H01.G02.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	61	Morantel tartrate [26155-31-7]
7251	761	chloroquine	INN	0.0000078	6	PC3	HT_HG-U133A	5500024037498121108438.G06	.H01.G02.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	548	Chloroquine diphosphate [50-63-5]
7252	761	flunarizine	INN	0.0000084	6	PC3	HT_HG-U133A	5500024037498121108438.F01	.H01.G02.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	312	Flunarizine dihydrochloride [30484-77-6]
7253	761	atropine methonitrate	INN	0.000011	6	PC3	HT_HG-U133A	5500024037498121108438.F02	.H01.G02.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	900	Methylatropine nitrate [52-88-0]
7254	761	talampicillin	INN	0.0000078	6	PC3	HT_HG-U133A	5500024037498121108438.F03	.H01.G02.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	1010	Talampicillin hydrochloride [39878-70-1]
7255	761	moxisylyte	INN	0.0000126	6	PC3	HT_HG-U133A	5500024037498121108438.F04	.H01.G02.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	42	Moxisylyte hydrochoride [964-52-3]
7256	761	mesoridazine	INN	0.0000074	6	PC3	HT_HG-U133A	5500024037498121108438.F06	.H01.G02.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	529	Mesoridazine besylate [32672-69-8]
7257	761	glafenine	INN	0.0000098	6	PC3	HT_HG-U133A	'5500024037498121108438.E01	.H01.G02.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	293	Glafenine hydrochloride [65513-72-6]
7258	761	aminocaproic acid	INN	0.0000304	6	PC3	HT_HG-U133A	'5500024037498121108438.E02	.H01.G02.E03.D04.B05.A06	HT Array Plate Scanner	DMSO	Prestwick Chemical	960	Aminocaproic acid [60-32-2]
